HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ultra,20,61,-41,2,25,42,-17,2,33,59,-26,2,30,63,-33,2,5,25,-20,2,113,250,-137,0,3,0,0,10,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,11,5,6,45.45%,10,5,2,3,5,2,4,1,1,1,6,3,3,5,3,1,0,3,2,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Guerrillas,83,43,40,3,55,39,16,2,65,26,39,2,19,71,-52,2,28,29,-1,2,250,208,42,0,0,0,1,11,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,11,6,5,54.55%,1,6,3,3,1,1,1,1,3,1,5,3,2,0,0,4,3,1,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,Thieves,21,21,25,34,18,22,18,1,37,11,0,,,,,208,11,,43,-40,3,39,-16,2,26,-39,2,71,52,2,29,1,2,18.91,37,1,0,1,0,0,,,Surge,77,21,56,2,40,55,-15,2,87,7,80,2,29,56,-27,2,17,13,4,1,250,152,98,1,0,0,1,9,,,,,,Bocage,Thieves,1,,D,,1,,O,,,A,D,X,1,B,O,X,1,A,D,,,B,O,,,,D,,1,A,O,X,,,D,,,,O,X,1,,D,,6,,5,3,3,2,1,1,2,1,6,3,1,0,2,1,0,0,,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,FaZe,1,X,X,6,O,13,1,,X,,D,14,,X,,4,O,4,1,,X,,D,11,,,,,,,3,42,10,,2,1,2,1,1,1,17,1,0,10,2,2,25,0,2,2,0,7,,Guerrillas,10,4,6,40.00%,6,0,6,2,0,0,0,58,0,0,11,4,4,0,40,1,4,4,0,11
Berlin,Guerrillas,21,23,22,15,7,32,32,43,4,21,30,,,,,250,,,83,40,3,55,16,2,65,39,2,19,-52,2,28,-1,2,22.73,43,4,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,Total Pts,,2143,,,1,7,1,7,53,,,,,,Bocage,Guerrillas,,,O,X,,,D,X,1,A,O,,,B,D,,,A,O,X,1,B,D,X,1,,O,X,,A,D,,1,,O,X,1,,D,,,,O,X,5,,6,3,5,2,2,1,0,0,5,2,2,1,1,0,2,1,,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Mutineers,,,,,D,6,,X,,3,O,8,1,,X,,D,9,,X,,4,O,5,,,,,,,1,28,7,,2,0,2,0,0,0,13,0,0,7,2,1,15,0,1,1,0,10,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,7,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Bocage,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
Gavutu,FaZe,11,27,42,45,21,19,8,58,19,,,,,,,250,9,,30,-31,2,35,-21,2,100,94,2,64,44,2,21,-1,1,27.78,58,8,1,0,0,1,,,Breach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Bocage,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Tuscan,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Gavutu,Mutineers,30,16,6,6,22,31,40,0,14,,,,,,,165,,,61,31,2,56,21,2,6,-94,2,20,-44,2,22,1,1,18.33,40,0,0,1,1,0,,,OpTic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Desert Siege,Guerrillas,1,,D,X,1,B,O,X,,A,D,X,1,A,O,X,1,,D,,1,B,O,X,1,A,D,X,,,,,,,,,,,,,,,,,6,,3,3,3,3,1,1,2,2,4,3,3,2,2,1,0,0,,,Breach,9,3,6,33.33%,3,4,2,2,1,1,2,2,0,0,5,1,4,2,1,1,0,1,0,,,,,,Tuscan,Surge,1,X,X,6,O,13,1,,X,,D,8,1,X,,5,O,7,,,,,,,,,,,,,3,28,11,,2,2,2,2,1,1,20,1,1,11,1,1,8,0,1,1,0,3,,Breach,4,3,1,75.00%,2,1,1,2,1,1,1,19,1,0,9,2,2,0,19,0,2,1,1,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Desert Siege,Thieves,,,O,,,B,D,,1,A,O,,,A,D,,,,O,X,,B,D,,,A,O,,,,,,,,,,,,,,,,,,1,,4,1,1,0,2,1,0,0,3,0,0,0,1,0,2,0,,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Thieves,,,,,D,2,,X,,3,O,4,,,,,D,0,,,,,,,,,,,,,0,6,3,,1,0,1,0,0,0,4,0,0,3,2,0,2,0,0,0,0,11,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,FaZe,76,15,61,3,34,59,-25,2,73,24,49,2,60,25,35,2,7,76,-69,2,250,199,51,1,0,0,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,11,6,5,54.55%,4,5,3,2,3,2,1,1,2,1,6,3,3,1,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,3,0,3,0.00%,1,0,1,1,0,0,0,4,0,0,3,2,0,2,2,0,0,0,0,11
Bocage,FaZe,26,24,56,27,6,16,10,17,33,1,34,,,,,250,11,,76,61,3,34,-25,2,73,49,2,60,35,2,7,-69,2,22.73,56,1,1,0,0,2,,,Mutineers,15,76,-61,3,59,34,25,2,24,73,-49,2,25,60,-35,2,76,7,69,2,199,250,-51,0,2,1,0,11,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,4,3,1,75.00%,2,1,1,2,1,1,1,17,1,0,10,2,2,0,25,0,2,2,0,7
Bocage,Mutineers,1,25,0,9,34,14,34,24,16,42,0,,,,,199,,,15,-61,3,59,25,2,24,-49,2,25,-35,2,76,69,2,18.09,42,0,0,2,1,0,,,Subliners,46,19,27,3,55,36,19,3,35,49,-14,2,43,42,1,2,20,42,-22,2,199,188,11,0,0,0,0,12,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,4,1,3,25.00%,2,0,2,2,0,0,0,13,0,0,7,2,1,1,15,0,1,1,0,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rokkr,19,46,-27,3,36,55,-19,3,49,35,14,2,42,43,-1,2,42,20,22,2,188,199,-11,0,0,0,0,12,,,,,,Berlin,Mutineers,1,,D,,,,O,,,B,D,X,1,B,O,,1,,D,X,,,O,,1,,D,X,1,,O,,1,,D,X,,,,,,,,,6,,4,2,0,0,0,0,1,1,5,4,4,3,0,0,1,0,,,Subliners,8,6,2,75.00%,3,4,3,1,2,1,0,0,1,1,4,3,1,1,0,0,0,1,1,,,,,,Gavutu,Breach,,X,,5,O,6,1,X,X,,D,23,,X,,3,O,8,1,,X,,D,4,1,X,X,,D,15,3,56,8,,2,0,2,0,0,0,14,0,0,8,3,3,42,2,3,3,0,5,,Subliners,5,3,2,60.00%,2,0,2,2,0,0,0,3,0,0,7,3,3,0,24,1,3,2,1,8
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Royal Ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,FaZe,,,O,X,1,,D,X,1,B,O,,,B,D,X,,,O,,1,,D,X,,,O,,,,D,X,,,O,,,,,,,,,,3,,5,1,1,0,0,0,1,1,4,2,4,2,0,0,1,0,,,Rokkr,8,2,6,25.00%,5,4,1,3,3,0,0,0,1,0,4,1,3,2,0,0,0,1,0,,,,,,Gavutu,Mutineers,1,,X,,D,4,,,,,O,15,1,,X,,D,9,,X,,3,O,4,,,,2,O,10,2,42,5,,3,0,1,0,0,0,29,0,0,5,2,2,13,0,2,2,0,8,,Rokkr,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
