HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ultra,69,62,7,3,26,55,-29,2,90,9,81,2,46,25,21,2,19,46,-27,2,250,197,53,1,1,0,1,11,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,9,3,6,33.33%,5,4,1,3,2,1,0,0,2,1,5,2,3,3,2,1,1,4,1,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,5,3,2,60.00%,2,0,2,2,0,0,0,14,0,0,6,3,3,0,41,2,3,3,0,6
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Guerrillas,92,50,42,3,54,26,28,2,9,101,-92,2,69,28,41,2,26,36,-10,2,250,241,9,1,0,1,1,11,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,11,5,6,45.45%,9,5,4,1,5,4,4,4,0,0,6,1,5,4,1,1,0,4,1,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,9,5,4,55.56%,5,1,4,3,1,0,0,39,0,1,11,4,4,0,48,2,4,4,0,10
Berlin,Legion,31,8,26,33,19,14,27,9,38,5,18,0,,,,228,12,,63,-17,3,35,-31,3,35,-34,2,71,57,2,24,3,2,19.00,38,0,0,1,0,0,,,Surge,81,17,64,2,23,51,-28,2,61,38,23,2,51,11,40,2,34,0,34,1,250,117,133,1,0,0,2,9,,,,,,Desert Siege,Mutineers,1,,D,X,1,A,O,,1,B,D,X,,B,O,X,1,A,D,,,B,O,,,A,D,,,A,O,X,1,B,D,X,1,A,O,,,,,,6,,5,2,2,0,3,2,2,0,5,4,3,3,2,1,2,2,,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Rokkr,,X,,3,O,3,,,,,D,0,1,X,,3,O,2,1,,X,,D,8,,X,,3,O,3,2,16,9,,3,1,3,1,0,0,8,0,1,9,2,1,8,0,1,1,0,8,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,Mutineers,16,36,29,9,2,38,18,40,5,19,26,12,,,,250,,,80,17,3,66,31,3,69,34,2,14,-57,2,21,-3,2,20.83,40,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,Total Pts,,3260,,,5,8,5,8,77,,,,,,Desert Siege,Legion,,,O,,,A,D,X,,B,O,,1,B,D,,,A,O,X,1,B,D,X,1,A,O,X,1,A,D,,,B,O,,,A,D,X,,,,,4,,5,1,2,1,2,1,2,0,5,3,3,1,3,1,2,2,,,Surge,8,2,6,25.00%,4,4,2,2,3,2,2,1,1,1,4,0,4,1,0,1,0,2,0,,,,,,Tuscan,Surge,1,,X,,D,10,1,X,,5,O,6,,,,,D,0,,X,,3,O,10,1,,X,,D,10,3,36,8,,2,1,2,1,0,0,16,0,1,8,3,2,20,0,2,2,0,9,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Bocage,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
Bocage,Surge,3,20,32,33,23,11,18,21,2,27,20,23,8,,,241,13,,34,-11,3,61,14,3,61,-3,3,35,-35,2,50,26,2,18.54,33,2,0,0,1,0,,,Breach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Bocage,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Tuscan,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Bocage,Rokkr,26,11,14,18,7,12,20,19,52,17,7,16,31,,,250,,,45,11,3,47,-14,3,64,3,3,70,35,2,24,-26,2,19.23,52,7,1,0,0,0,,,OpTic,37,48,-11,3,30,49,-19,3,52,38,14,2,56,19,37,2,75,15,60,2,250,169,81,0,0,0,1,12,,,,,,Desert Siege,Surge,,A,D,X,,,O,,1,,D,X,1,A,O,X,,A,D,X,,A,O,X,,B,D,,1,A,O,X,,A,D,,,,,,,,,,3,,4,2,3,2,3,2,0,0,5,1,3,1,3,0,1,0,,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Legion,,X,,3,O,6,1,,X,,D,3,,X,,3,O,8,1,X,X,,D,22,1,X,X,,D,16,3,55,6,,2,0,2,0,0,0,14,0,0,6,3,3,41,2,3,3,0,6,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Desert Siege,Rokkr,1,A,O,,1,,D,X,,,O,,,A,D,,1,A,O,,1,A,D,,1,B,O,X,,A,D,,1,A,O,X,,,,,,,,,6,,5,4,2,2,3,3,1,1,4,2,1,1,3,1,0,0,,,OpTic,10,4,6,40.00%,2,5,2,3,1,1,1,0,0,0,5,2,3,1,0,1,1,2,1,,,,,,Gavutu,Rokkr,1,,X,,D,9,,X,,4,O,2,1,,X,,D,15,,,,,O,12,,,,2,O,3,2,41,6,,3,0,1,0,0,0,17,0,0,6,2,2,24,0,2,2,0,6,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,FaZe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,Surge,39,10,6,37,34,42,13,55,14,,,,,,,250,9,,81,64,2,23,-28,2,61,23,2,51,40,2,34,34,1,27.78,55,6,1,0,0,2,,,Mutineers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,10,4,6,40.00%,6,5,0,5,2,0,2,0,0,0,5,4,1,4,4,1,1,1,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,Rokkr,8,27,38,1,0,9,24,0,10,,,,,,,117,,,17,-64,2,51,28,2,38,-23,2,11,-40,2,0,-34,1,13.00,38,0,0,2,1,0,,,Subliners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,3,0,3,0.00%,2,0,2,2,0,0,0,2,0,0,7,1,0,1,5,0,0,0,0,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rokkr,75,60,15,5,75,115,-40,5,135,91,44,5,170,36,134,4,45,106,-61,4,500,408,92,3,1,1,2,23,,,,,,Tuscan,Rokkr,1,B,D,X,,A,O,,,B,D,,1,,O,X,,,D,,1,A,O,X,,,D,X,1,B,O,X,1,A,D,X,1,B,O,X,,,,,6,,5,4,4,4,2,1,2,2,5,2,3,2,1,1,2,1,,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Ultra,,,,,O,13,1,X,X,,D,20,,X,,3,O,1,1,,X,,D,2,,,,,O,11,2,47,3,,3,0,1,0,0,0,25,0,0,3,2,2,22,1,2,2,0,4,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Royal Ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Surge,,B,O,,1,A,D,X,1,B,O,X,,,D,,1,,O,X,,A,D,,1,,O,,,B,D,,,A,O,,,B,D,,,,,,4,,5,3,2,2,1,0,2,1,5,1,1,1,2,1,2,0,,,Rokkr,10,6,4,60.00%,7,5,3,2,2,2,0,0,3,2,5,3,2,5,3,0,0,1,0,,,,,,Gavutu,Breach,1,X,X,,D,18,,,,,O,10,1,,X,,D,2,,X,,4,O,1,1,X,X,,D,15,3,46,4,,2,0,1,0,0,0,11,0,0,4,3,3,35,2,3,3,0,3,,Rokkr,5,2,3,40.00%,3,1,2,3,1,0,0,8,0,1,9,2,1,1,8,0,1,1,0,8
