HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ultra,44,88,-44,3,92,30,62,3,66,25,41,2,8,37,-29,2,40,18,22,2,250,198,52,0,0,0,1,12,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Guerrillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,7,6,1,85.71%,6,4,4,0,4,4,2,2,1,1,3,2,1,2,2,1,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,Rokkr,19,41,26,16,32,2,15,47,28,24,,,,,,250,10,,21,-20,2,56,25,2,73,54,2,44,-2,2,56,50,2,25.00,47,2,0,0,0,0,,,Surge,106,36,70,3,62,17,45,2,37,65,-28,2,18,43,-25,2,27,31,-4,2,250,192,58,1,2,1,2,11,,,,,,Bocage,Rokkr,,A,D,,1,A,O,X,1,A,D,X,1,,O,X,1,,D,X,1,B,O,X,1,A,D,,,,,,,,,,,,,,,,,,6,,3,3,3,3,1,1,1,1,4,3,2,2,3,2,0,0,,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,FaZe,,X,,5,O,2,1,,X,,D,11,,X,,3,O,7,,,,,D,8,,,,,,,1,28,8,,2,0,2,0,0,0,9,0,0,8,2,1,19,0,1,1,0,9,,Guerrillas,5,2,3,40.00%,3,0,3,0,0,0,0,22,0,0,8,2,2,0,11,0,2,2,0,7
Bocage,FaZe,9,9,17,31,2,32,22,2,15,4,,,,,,143,,,41,20,2,31,-25,2,19,-54,2,46,2,2,6,-50,2,14.30,32,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Total Pts,,1691,,,2,7,2,7,43,,,,,,Bocage,FaZe,1,A,O,X,,A,D,,,A,O,,,,D,,,,O,,,B,D,,,A,O,X,,,,,,,,,,,,,,,,,1,,4,1,2,1,3,1,0,0,3,0,0,0,1,0,1,0,,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,Rokkr,1,,X,,D,5,,X,,3,O,7,1,,X,,D,11,1,X,X,6,O,3,,,,,,,3,26,9,,2,1,2,1,1,1,10,1,0,9,2,2,16,0,2,2,0,8,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Bocage,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
Bocage,FaZe,12,33,1,3,37,11,1,36,20,0,2,,,,,156,11,,25,5,3,34,-25,2,37,-17,2,23,-34,2,37,-23,2,14.18,37,0,0,1,0,0,,,Breach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Bocage,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Tuscan,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Bocage,Guerrillas,14,10,46,43,17,2,49,8,14,43,4,,,,,250,,,20,-5,3,59,25,2,54,17,2,57,34,2,60,23,2,22.73,49,2,0,0,0,1,,,OpTic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Desert Siege,FaZe,1,,D,X,1,B,O,X,1,,D,X,1,A,O,X,1,B,D,X,,,O,,1,,D,X,,,,,,,,,,,,,,,,,6,,3,2,2,2,1,1,1,1,4,4,4,4,0,0,1,1,,,Breach,9,6,3,66.67%,4,5,4,1,2,2,2,2,3,2,4,2,2,2,1,2,1,0,0,,,,,,Gavutu,Guerrillas,,1,,4,O,6,1,,X,,D,7,,1,,3,O,3,1,,X,,D,4,,,,1,O,13,2,33,8,,3,0,0,0,0,0,22,0,0,8,2,2,11,0,2,2,0,7,,Breach,4,1,3,25.00%,2,0,2,2,0,0,0,7,0,0,9,2,1,1,14,0,1,1,0,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Desert Siege,Guerrillas,,,O,,,B,D,,,,O,,,A,D,,,B,O,,1,,D,X,,,O,,,,,,,,,,,,,,,,,,1,,4,0,0,0,0,0,1,0,3,1,1,1,1,0,1,0,,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,FaZe,1,,X,,D,12,,X,,4,O,7,1,,X,,D,11,,X,,3,O,5,1,X,X,,D,23,3,58,7,,2,0,2,0,0,0,12,0,0,7,3,3,46,1,3,3,0,8,,OpTic,4,3,1,75.00%,2,1,1,2,1,0,0,7,0,1,8,2,2,0,18,0,2,2,0,6
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,FaZe,66,41,25,5,65,115,-50,4,56,127,-71,4,69,101,-32,4,43,116,-73,4,299,500,-201,0,1,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,FaZe,51,10,52,45,16,19,7,16,29,5,,,,,,250,10,,70,45,2,17,-56,2,68,40,2,74,51,2,21,-23,2,25.00,52,5,2,0,0,1,,,Mutineers,37,24,13,3,73,79,-6,3,31,59,-28,3,13,82,-69,2,77,6,71,2,231,250,-19,0,1,0,1,13,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,7,1,6,14.29%,2,4,1,3,2,1,3,1,0,0,3,0,3,0,0,1,0,1,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Guerrillas,0,34,3,1,40,25,39,25,22,4,,,,,,193,,,25,-45,2,73,56,2,28,-40,2,23,-51,2,44,23,2,19.30,40,0,0,1,2,0,,,Subliners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,9,3,6,33.33%,5,4,2,2,2,1,2,1,0,0,5,1,4,3,1,2,0,3,1,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,7,3,4,42.86%,4,1,3,4,1,1,1,28,1,0,15,3,2,1,9,0,2,1,1,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rokkr,21,41,-20,2,56,31,25,2,73,19,54,2,44,46,-2,2,56,6,50,2,250,143,107,0,0,0,0,10,,,,,,Berlin,Royal Ravens,,A,D,,1,A,O,X,,,D,,,,O,,,A,D,,,,O,,,B,D,,,,,,,,,,,,,,,,,,1,,3,1,1,1,1,1,0,0,4,0,0,0,2,0,1,0,,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Ultra,,X,,4,O,0,1,,X,,D,12,,X,,3,O,2,1,,X,,D,4,,X,,4,O,0,2,18,11,,3,0,3,0,0,0,2,0,0,11,2,2,16,0,2,2,0,7,,Subliners,4,1,3,25.00%,2,0,2,2,0,0,0,8,0,0,6,2,1,1,3,0,1,0,1,8
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Royal Ravens,12,54,-42,2,32,34,-2,2,18,74,-56,2,47,53,-6,2,0,35,-35,1,109,250,-141,0,1,0,0,9,,,,,,Berlin,Ultra,1,A,O,X,,A,D,,1,,O,X,1,,D,X,1,A,O,X,1,,D,X,1,B,O,X,,,,,,,,,,,,,,,,,6,,4,4,4,4,2,2,1,1,3,2,2,2,1,0,0,0,,,Rokkr,7,6,1,85.71%,5,3,3,0,3,3,1,1,1,1,4,3,1,2,2,3,2,0,0,,,,,,Tuscan,Royal Ravens,1,,X,,D,12,,X,,3,O,6,1,,X,,D,5,,X,,4,O,1,1,1,X,,D,2,3,26,7,,2,0,2,0,0,0,7,0,0,7,3,3,19,0,3,1,2,11,,Rokkr,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
