HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ultra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Guerrillas,92,7,85,2,37,66,-29,2,60,18,42,2,12,20,-8,1,49,0,49,1,250,111,139,1,1,1,2,8,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,Breach,7,38,25,34,16,8,24,23,23,9,11,0,32,,,250,13,,26,-25,3,62,1,3,80,29,3,57,27,2,25,-27,2,19.23,38,0,0,1,0,0,,,Surge,59,28,31,2,43,53,-10,2,33,61,-28,2,98,1,97,2,17,18,-1,1,250,161,89,1,0,0,2,9,,,,,,Tuscan,Guerrillas,1,,D,,,B,O,,,B,D,X,,B,O,X,,A,D,,,,O,,1,A,D,,1,,O,X,1,,D,X,1,,O,X,,,O,,5,,6,2,3,2,0,0,2,0,5,3,2,1,2,1,1,0,,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Mutineers,1,X,X,6,O,7,1,,X,,D,9,,X,,3,O,3,1,,X,,D,17,,,,,,,3,36,9,,2,1,2,1,1,1,10,1,0,9,2,2,26,0,2,1,1,6,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,Surge,24,11,17,6,28,13,16,21,24,24,14,34,13,,,245,,,51,25,3,61,-1,3,51,-29,3,30,-27,2,52,27,2,18.85,34,6,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,Total Pts,,1620,,,5,9,5,9,39,,,,,,Tuscan,Mutineers,,,O,X,1,B,D,X,1,B,O,,1,B,D,,1,A,O,X,1,,D,X,,A,O,X,,,D,,,,O,,,,D,,1,,D,X,6,,5,2,3,1,2,1,1,1,6,4,3,3,0,0,2,2,,,Surge,8,6,2,75.00%,6,4,4,0,4,4,1,1,2,2,4,2,2,2,1,0,0,1,1,,,,,,Tuscan,Guerrillas,,,,,D,2,,X,,3,O,3,1,,X,,D,7,,X,,3,O,0,,,,,,,1,12,6,,2,0,2,0,0,0,3,0,0,6,2,1,9,0,1,1,0,9,,Surge,5,2,3,40.00%,2,0,2,2,0,0,0,20,0,0,6,3,2,1,22,2,2,2,0,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,9,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Bocage,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
Bocage,Mutineers,21,15,46,4,0,21,16,35,50,7,18,16,1,,,250,13,,60,33,3,47,-26,3,82,70,3,54,6,2,7,-73,2,19.23,50,0,1,1,1,1,,,Breach,26,51,-25,3,62,61,1,3,80,51,29,3,57,30,27,2,25,52,-27,2,250,245,5,0,1,0,0,13,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Bocage,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Tuscan,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Bocage,Guerrillas,9,32,7,46,51,6,17,5,2,29,12,24,0,,,240,,,27,-33,3,73,26,3,12,-70,3,48,-6,2,80,73,2,18.46,51,0,1,1,1,1,,,OpTic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Desert Siege,Legion,1,B,D,,,,O,,1,A,D,,,,O,,,B,D,X,1,,O,X,,,D,,,B,O,,,A,D,X,,,,,,,,,3,,4,1,1,1,0,0,1,0,5,2,2,0,2,1,2,1,,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Legion,,,,2,O,4,1,,X,,D,7,,X,,3,O,1,1,,X,,D,7,,X,,4,O,3,2,22,9,,3,0,2,0,0,0,8,0,0,9,2,2,14,0,2,2,0,6,,Breach,4,1,3,25.00%,2,0,2,2,0,0,0,7,0,0,8,2,1,1,10,0,1,1,0,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Desert Siege,Guerrillas,,B,O,X,1,,D,X,,A,O,X,1,,D,X,1,B,O,,,,D,,1,,O,X,1,B,D,X,1,A,O,,,,,,,,,,6,,5,3,3,1,2,1,2,1,4,3,3,3,0,0,1,1,,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Guerrillas,1,X,X,,D,7,,X,,3,O,3,1,,X,,D,8,,X,,3,O,7,1,,X,,D,10,3,35,6,,2,0,2,0,0,0,10,0,0,6,3,3,25,1,3,3,0,9,,OpTic,3,3,0,100.00%,2,2,0,2,2,0,0,20,0,2,9,1,1,0,15,0,1,1,0,3
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,FaZe,41,23,18,3,63,46,17,3,61,28,33,2,30,41,-11,2,55,27,28,2,250,165,85,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,3,0,3,0.00%,1,0,1,1,0,0,0,5,0,0,3,2,0,2,0,0,0,0,0,9
Berlin,Legion,0,56,3,20,0,7,10,15,,,,,,,,111,8,,7,-85,2,66,29,2,18,-42,2,20,8,1,0,-49,1,13.88,56,0,1,2,1,1,,,Mutineers,97,48,49,5,102,86,16,5,154,22,132,5,111,66,45,4,36,120,-84,4,500,342,158,1,1,1,1,23,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,Guerrillas,50,0,47,12,49,42,37,13,,,,,,,,250,,,92,85,2,37,-29,2,60,42,2,12,-8,1,49,49,1,31.25,50,0,1,1,1,2,,,Subliners,21,37,-16,2,13,55,-42,2,10,72,-62,2,18,57,-39,2,40,29,11,2,102,250,-148,0,0,0,0,10,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,8,6,2,75.00%,4,2,2,4,2,1,1,19,1,1,16,4,4,0,50,1,4,3,1,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rokkr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,Thieves,,B,D,X,,,O,,1,,D,X,1,A,O,,,,D,X,1,B,O,X,,A,D,,1,A,O,,,B,D,,,,O,,,,,,4,,5,3,1,1,2,2,1,1,5,1,3,1,1,0,2,0,,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Thieves,,,,2,O,6,1,X,X,,D,14,,,,,O,14,1,,X,,D,7,,,X,3,O,2,2,43,5,,3,0,0,0,1,0,22,0,0,5,2,2,21,1,2,2,0,3,,Subliners,4,1,3,25.00%,2,0,2,1,0,0,0,3,0,0,5,2,1,1,7,0,1,1,0,7
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Royal Ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,Royal Ravens,1,B,O,,1,,D,X,,,O,,,A,D,X,1,,O,,,B,D,,1,A,O,X,,A,D,X,1,B,O,X,1,,D,X,,,,,6,,5,4,2,2,1,1,2,2,5,2,4,2,2,0,1,0,,,Rokkr,9,6,3,66.67%,6,5,3,2,2,1,3,2,2,1,4,3,1,4,3,1,1,0,0,,,,,,Gavutu,Royal Ravens,1,X,X,,D,7,,,,,O,19,1,X,X,,D,19,,X,,3,O,5,1,X,,,D,6,3,56,3,,2,0,1,0,0,0,24,0,0,3,3,3,32,3,2,3,0,5,,Rokkr,8,4,4,50.00%,4,1,3,4,1,1,1,35,1,0,15,4,3,3,36,0,3,2,1,17
