HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ultra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,9,3,6,33.33%,6,5,2,3,3,1,2,2,1,0,4,1,3,3,1,1,0,1,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,5,3,2,60.00%,2,0,2,1,0,0,0,18,0,0,6,3,3,0,15,0,3,3,0,10
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Guerrillas,54,32,22,2,32,43,-11,2,41,50,-9,2,91,5,86,2,32,29,3,2,250,159,91,1,0,0,1,10,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavutu,Surge,14,22,27,15,59,0,13,39,17,15,,,,,,221,10,,14,-61,2,35,-21,2,66,33,2,32,-35,2,74,55,2,22.10,59,0,1,1,1,1,,,Surge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Surge,1,,D,X,,A,O,,,A,D,X,1,A,O,X,1,,D,X,,A,O,X,,,D,,1,A,O,X,,A,D,X,1,B,O,X,1,B,O,X,6,,6,4,5,4,4,2,2,2,5,2,4,2,2,0,0,0,,,Guerrillas,11,6,5,54.55%,7,6,3,3,4,3,1,0,3,3,5,3,2,3,3,2,0,0,0,,,,,,Tuscan,Guerrillas,,,,2,O,9,,,,,D,2,1,X,,4,O,1,1,X,X,,D,11,,X,,4,O,4,2,27,10,,3,1,2,1,0,0,14,0,1,10,2,1,13,1,1,1,0,8,,Guerrillas,4,1,3,25.00%,2,0,2,2,0,0,0,5,0,0,7,2,1,1,23,1,1,1,0,5
Gavutu,Rokkr,21,27,17,32,0,54,29,16,35,19,,,,,,250,,,75,61,2,56,21,2,33,-33,2,67,35,2,19,-55,2,25.00,54,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,Total Pts,,1188,,,1,2,1,2,30,,,,,,Tuscan,Rokkr,,,O,,1,A,D,X,1,A,O,,,A,D,,,,O,,1,A,D,,1,,O,X,,A,D,,1,A,O,,,B,D,,,B,D,,5,,5,3,1,1,2,2,0,0,6,2,1,1,4,2,2,0,,,Surge,10,4,6,40.00%,4,5,1,4,2,1,2,1,1,0,5,3,2,2,2,1,1,2,1,,,,,,Tuscan,Ultra,1,X,X,,D,15,1,X,X,6,O,7,,,,,D,0,,,,2,O,7,1,,X,,D,5,3,34,8,,2,1,1,1,1,1,14,1,0,8,3,2,20,1,2,2,0,10,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,27,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Bocage,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
Bocage,Guerrillas,2,12,26,20,24,3,9,20,55,1,12,34,21,0,,239,14,,17,-13,3,55,-2,3,67,-1,3,75,55,3,25,-45,2,17.07,55,0,1,1,0,1,,,Breach,88,64,24,6,110,79,31,4,71,107,-36,4,65,102,-37,4,104,53,51,4,438,405,33,0,1,0,1,22,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Bocage,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Tuscan,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Bocage,Ultra,10,18,10,17,22,11,35,26,0,48,9,4,32,3,,245,Ended on Time,,30,13,3,57,2,3,68,1,3,20,-55,3,70,45,2,17.50,48,0,0,1,1,1,,,OpTic,30,21,9,3,53,42,11,3,52,22,30,2,21,64,-43,2,72,12,60,2,228,161,67,0,0,0,2,12,,,,,,Tuscan,Ultra,1,A,D,X,,,O,,,A,D,,1,B,O,X,1,,D,X,1,,O,X,1,,D,X,,A,O,X,,,D,,1,A,O,X,,,,,6,,5,3,4,3,2,1,1,1,5,3,3,3,2,1,0,0,,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Subliners,,,,1,O,7,1,X,X,,D,13,,,,1,O,11,,,,,D,0,,,,,,,1,31,2,,2,0,0,0,0,0,18,0,0,2,2,1,13,1,1,1,0,6,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,60,80,-20,6,142,120,22,6,81,104,-23,5,121,60,61,4,96,68,28,4,500,432,68,0,1,1,1,25,,,,,,Tuscan,Guerrillas,,A,O,,1,,D,X,1,A,O,X,,B,D,,,,O,,,,D,,,,O,,1,A,D,,1,,O,X,,A,D,,,,,,4,,5,2,2,2,2,1,0,0,5,2,1,1,2,1,1,0,,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Thieves,1,X,X,,D,12,,,,1,O,15,1,X,X,,D,17,1,X,,5,O,11,,,,,,,3,55,6,,2,1,1,1,0,0,26,0,1,6,2,2,29,2,2,2,0,2,,OpTic,4,3,1,75.00%,2,1,1,2,1,1,1,7,1,0,11,2,2,0,15,1,2,1,1,6
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,FaZe,49,41,8,3,29,62,-33,2,76,23,53,2,53,33,20,2,43,29,14,2,250,188,62,0,0,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,10,6,4,60.00%,6,5,3,2,3,3,1,1,2,1,5,3,2,3,2,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,5,2,3,40.00%,3,0,3,3,0,0,0,11,0,0,10,2,2,0,23,2,2,2,0,3
Bocage,Subliners,14,4,13,28,29,10,23,22,14,2,19,28,,,,206,12,,43,3,3,55,-18,3,35,-4,2,42,-5,2,31,-20,2,17.17,29,2,0,0,0,0,,,Mutineers,88,34,54,6,125,133,-8,6,116,99,17,6,60,115,-55,4,57,90,-33,4,446,471,-25,1,1,0,1,26,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,Thieves,19,38,26,20,17,13,29,13,27,34,8,6,,,,250,,,40,-3,3,73,18,3,39,4,2,47,5,2,51,20,2,20.83,38,6,0,0,0,0,,,Subliners,43,40,3,3,55,73,-18,3,35,39,-4,2,42,47,-5,2,31,51,-20,2,206,250,-44,0,0,0,0,12,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,10,4,6,40.00%,4,5,2,3,2,1,1,1,2,1,5,2,3,2,2,1,0,2,1,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,10,5,5,50.00%,4,1,3,2,1,0,0,30,0,1,9,6,4,2,42,0,4,4,0,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rokkr,45,49,-4,3,41,53,-12,3,44,75,-31,3,57,23,34,2,38,50,-12,2,225,250,-25,0,1,0,0,13,,,,,,Tuscan,Thieves,1,A,D,X,,,O,X,,A,D,X,1,A,O,X,,A,D,,,,O,,1,A,D,,1,,O,X,,A,D,,1,A,O,,,A,D,,5,,5,3,3,2,2,2,0,0,6,2,2,1,6,2,0,0,,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Royal Ravens,,X,,4,O,3,1,,X,,D,13,,X,,4,O,7,,,,,D,0,,,,,,,1,23,8,,2,0,2,0,0,0,10,0,0,8,2,1,13,0,1,1,0,8,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Royal Ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Subliners,,A,O,,1,,D,,1,A,O,,,A,D,,1,A,O,X,1,,D,X,,A,O,X,,,D,,1,A,O,X,,A,D,X,1,A,O,X,6,,6,4,4,3,6,4,0,0,5,2,2,1,2,0,0,0,,,Rokkr,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Rokkr,1,,X,,D,8,,X,,3,O,5,1,,X,,D,9,1,X,,5,O,10,,,,,,,3,32,8,,2,1,2,1,0,0,15,0,1,8,2,2,17,0,2,2,0,8,,Rokkr,9,5,4,55.56%,5,2,3,5,2,1,1,40,1,1,19,4,3,1,30,0,3,3,0,17
