HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ultra,65,45,20,3,85,5,80,2,61,44,17,2,0,83,-83,2,39,19,20,2,250,196,54,0,0,0,1,11,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Guerrillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,30,18,12,60.00%,21,15,11,4,11,8,9,7,2,1,15,7,8,10,6,4,1,7,3,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Ultra,44,1,15,0,52,0,14,22,16,4,,,,,,168,10,,44,-11,2,15,-54,2,37,-3,2,16,-61,2,56,47,2,16.80,52,0,1,2,2,0,,,Surge,141,105,36,6,92,82,10,4,100,85,15,4,106,82,24,4,23,90,-67,4,462,444,18,1,0,0,3,22,,,,,,Desert Siege,Ultra,1,,D,X,,,O,X,1,,D,X,1,B,O,X,1,,D,,1,A,O,X,1,,D,X,,,,,,,,,,,,,,,,,6,,3,2,3,2,1,1,1,1,4,4,3,3,0,0,0,0,,,Guerrillas,8,2,6,25.00%,4,4,2,2,3,2,1,1,1,0,4,0,4,1,0,1,0,1,0,,,,,,Tuscan,Mutineers,1,X,X,6,O,5,1,,X,,D,14,,X,,4,O,2,1,,X,,D,9,,,,,,,3,30,10,,2,1,2,1,1,1,7,1,0,10,2,2,23,0,2,1,1,6,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,FaZe,2,39,21,50,4,53,30,19,27,5,,,,,,250,,,55,11,2,69,54,2,40,3,2,77,61,2,9,-47,2,25.00,53,2,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,Total Pts,,3133,,,4,11,4,11,77,,,,,,Desert Siege,FaZe,,,O,,1,,D,,,,O,,,B,D,,,,O,X,,A,D,,,,O,,,,,,,,,,,,,,,,,,1,,4,0,1,0,0,0,0,0,3,1,0,0,1,0,1,0,,,Surge,29,17,12,58.62%,20,14,10,4,9,8,6,5,4,3,15,7,8,11,5,3,2,8,2,,,,,,Tuscan,OpTic,,,,,D,5,,X,,3,O,0,1,,X,,D,7,,X,,3,O,1,,,,,,,1,13,6,,2,0,2,0,0,0,1,0,0,6,2,1,12,0,1,1,0,10,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,44,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Bocage,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
Tuscan,OpTic,44,34,12,5,10,40,8,24,15,30,0,,,,,222,11,,84,51,3,42,0,2,36,-4,2,20,-60,2,40,-15,2,20.18,44,0,0,1,0,1,,,Breach,28,24,4,3,99,42,57,3,56,87,-31,3,48,51,-3,3,13,41,-28,2,244,245,-1,0,1,0,1,14,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Bocage,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Tuscan,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Tuscan,Mutineers,0,2,20,42,39,12,40,20,38,16,21,,,,,250,,,33,-51,3,42,0,2,40,4,2,80,60,2,55,15,2,22.73,42,0,0,1,0,1,,,OpTic,9,41,-32,3,56,38,18,3,48,42,6,2,54,41,13,2,53,24,29,2,220,186,34,0,0,0,0,12,,,,,,Tuscan,OpTic,1,,D,X,1,,O,X,,A,D,X,,,O,,1,,D,X,,,O,,1,,D,,1,A,O,X,,A,D,,1,B,O,X,,,,,6,,5,3,3,3,1,1,1,1,5,3,3,2,2,0,0,0,,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,Thieves,1,X,X,6,O,22,,,,,D,0,1,X,X,6,O,4,,,,,D,0,,,,,D,7,2,33,12,,2,2,2,2,2,2,26,2,0,12,3,0,7,0,0,0,0,15,,Breach,4,1,3,25.00%,2,0,2,2,0,0,0,5,0,0,9,2,1,1,17,0,2,1,0,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Mutineers,,,O,,,,D,,1,A,O,,1,,D,X,,,O,,1,,D,X,,,O,X,,A,D,,1,A,O,X,,B,D,,,,,,4,,5,2,2,1,2,2,0,0,5,2,2,2,1,0,1,0,,,OpTic,11,6,5,54.55%,6,6,3,3,3,1,1,0,3,2,5,3,2,3,3,1,0,1,0,,,,,,Berlin,Rokkr,,,,,D,16,1,X,,5,O,5,,,,,D,10,1,X,,4,O,2,1,X,X,6,O,15,3,48,15,,3,3,3,3,1,1,22,1,2,15,2,0,26,0,0,0,0,12,,OpTic,7,4,3,57.14%,3,1,2,3,1,1,1,17,1,0,12,4,3,1,31,0,3,2,1,17
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,FaZe,180,137,43,11,221,190,31,11,187,171,16,8,227,113,114,8,152,184,-32,8,967,795,172,0,6,0,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,14,6,8,42.86%,7,7,3,4,3,2,1,1,2,1,7,3,4,4,2,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,OpTic,42,10,42,12,24,27,0,1,22,26,22,2,20,,,250,13,,91,32,3,12,-81,3,63,11,3,34,-4,2,50,49,2,19.23,42,0,0,1,0,2,,,Mutineers,34,21,13,3,30,99,-69,3,63,35,28,3,5,74,-69,2,82,21,61,2,214,250,-36,0,0,0,0,13,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,17,11,6,64.71%,5,8,6,2,0,0,2,2,1,1,9,5,4,5,4,0,0,1,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,17,8,9,47.06%,8,2,6,7,1,2,2,51,1,1,33,9,6,3,83,0,6,5,1,37
Berlin,Mutineers,6,30,8,34,1,21,24,44,4,0,32,39,0,,,243,,,59,-32,3,93,81,3,52,-11,3,38,4,2,1,-49,2,18.69,44,0,0,2,0,1,,,Subliners,53,41,12,3,19,64,-45,2,42,42,0,2,39,58,-19,2,25,45,-20,2,178,250,-72,0,0,0,0,11,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,13,6,7,46.15%,6,2,4,6,2,2,2,24,2,0,25,7,4,3,35,0,4,2,2,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rokkr,85,51,34,6,62,170,-108,6,118,102,16,5,105,86,19,5,87,52,35,4,457,461,-4,0,2,0,1,26,,,,,,Berlin,Mutineers,1,,D,X,1,A,O,X,,,D,,1,A,O,,,,D,X,1,A,O,X,1,B,D,X,1,,O,X,,,,,,,,,,,,,6,,4,4,3,3,3,3,0,0,4,2,3,2,0,0,1,1,,,Subliners,11,5,6,45.45%,8,5,2,3,4,2,1,1,2,1,6,3,3,4,3,3,1,1,0,,,,,,Gavutu,Royal Ravens,,,,,O,10,,,,,D,0,,,,1,O,11,,,,,,,,,,,,,0,21,1,,2,0,0,0,0,0,21,0,0,1,1,0,0,0,0,0,0,5,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Royal Ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,OpTic,,,O,,,A,D,,1,,O,X,,A,D,X,1,,O,,,A,D,,,B,O,,,,D,,,,,,,,,,,,,,2,,4,2,1,1,0,0,1,0,4,0,1,0,3,0,0,0,,,Rokkr,8,2,6,25.00%,3,4,1,3,2,1,0,0,1,1,4,1,3,1,0,1,0,2,1,,,,,,Gavutu,Subliners,1,X,X,,D,17,1,X,,5,O,10,1,X,X,,D,18,,,,,,,,,,,,,3,45,5,,1,1,1,1,0,0,10,0,1,5,2,2,35,2,2,2,0,1,,Rokkr,4,3,1,75.00%,2,1,1,2,1,0,0,16,0,1,8,2,2,0,15,0,2,2,0,9
