HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ultra,77,61,16,3,68,65,3,3,37,63,-26,2,24,22,2,2,44,14,30,2,250,225,25,0,0,0,0,12,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,7,1,6,14.29%,3,4,1,3,2,1,0,0,0,0,3,0,3,1,0,2,0,1,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,8,3,5,37.50%,4,0,4,1,0,0,0,30,0,0,9,4,3,1,42,2,3,3,0,10
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Guerrillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,18,12,6,66.67%,12,9,6,3,6,5,2,2,2,2,9,6,3,6,5,4,2,2,1,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Rokkr,8,17,13,24,42,35,24,1,3,41,39,3,,,,250,12,,82,26,3,44,10,3,14,-60,2,27,-42,2,83,79,2,20.83,42,1,0,0,0,2,,,Surge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Desert Siege,Ultra,1,,D,X,1,A,O,X,,A,D,,,A,O,,1,,D,,,,O,,1,,D,,,A,O,,,B,D,,,,O,,,,,,4,,5,1,1,1,3,1,0,0,5,3,1,1,1,0,1,0,,,Guerrillas,11,6,5,54.55%,10,5,4,1,5,4,1,1,2,2,6,2,4,5,2,3,0,1,1,,,,,,Gavutu,Guerrillas,,X,,4,O,5,1,X,X,,D,19,,,,1,O,8,,,,,D,5,,,,,,,1,37,5,,2,0,1,0,0,0,13,0,0,5,2,1,24,1,1,1,0,6,,Guerrillas,9,3,6,33.33%,5,0,5,2,0,0,0,30,0,0,11,4,3,1,42,2,3,3,0,11
Tuscan,Ultra,33,16,33,24,4,13,18,41,45,0,10,0,,,,237,,,56,-26,3,34,-10,3,74,60,2,69,42,2,4,-79,2,19.75,45,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,Total Pts,,903,,,0,2,0,2,23,,,,,,Desert Siege,Rokkr,,,O,,,A,D,,1,A,O,X,1,A,D,X,,,O,X,1,,D,X,,,O,X,1,A,D,X,1,B,O,X,1,,D,X,,,,,6,,5,2,4,2,1,1,1,1,5,4,4,4,3,2,0,0,,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Mutineers,1,,X,,D,7,,,,,O,12,1,X,X,,D,20,1,X,X,6,O,19,,,,,,,3,58,6,,2,1,1,1,1,1,31,1,0,6,2,2,27,1,2,2,0,5,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,25,,15,,10,,,,,22,,15,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Bocage,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
Gavutu,Mutineers,11,35,18,59,0,53,5,35,0,34,,,,,,250,10,,64,39,2,40,-13,2,53,7,2,59,12,2,34,-25,2,25.00,59,0,2,2,1,2,,,Breach,46,32,14,3,28,100,-72,3,46,47,-1,2,29,47,-18,2,46,24,22,2,195,250,-55,0,0,0,0,12,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Bocage,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Tuscan,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Gavutu,Guerrillas,24,6,30,0,59,1,47,16,47,0,,,,,,230,,,25,-39,2,53,13,2,46,-7,2,47,-12,2,59,25,2,23.00,59,0,1,2,2,2,,,OpTic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,Mutineers,,B,D,,1,A,O,,,,D,,1,,O,X,,A,D,,,B,O,,1,,D,,1,A,O,,,B,D,,1,A,O,,,,O,,5,,6,4,1,1,3,3,1,0,5,1,0,0,1,0,2,0,,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Legion,,,,2,O,6,,,,,D,0,,,,2,O,7,,,,,,,,,,,,,0,13,4,,2,0,0,0,0,0,13,0,0,4,1,0,0,0,0,0,0,4,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,Guerrillas,1,B,O,X,,A,D,X,1,,O,X,,,D,,1,A,O,X,1,B,D,X,,,O,X,,A,D,X,1,B,O,X,,A,D,X,1,,D,X,6,,5,4,5,4,1,1,2,2,6,2,5,2,3,0,1,1,,,OpTic,10,4,6,40.00%,5,5,1,4,2,1,3,0,1,0,5,3,2,3,3,1,0,1,0,,,,,,Gavutu,Subliners,1,X,X,,D,14,1,X,,4,O,7,1,X,X,,D,13,,,,,,,,,,,,,3,34,4,,1,1,1,1,0,0,7,0,1,4,2,2,27,2,2,2,0,4,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,FaZe,32,46,-14,3,100,28,72,3,47,46,1,2,47,29,18,2,24,46,-22,2,250,195,55,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Mutineers,38,0,33,11,48,6,34,32,47,1,,,,,,250,10,,44,-6,2,34,-32,2,65,43,2,58,29,2,49,48,2,25.00,48,0,0,1,1,1,,,Mutineers,38,59,-21,3,61,68,-7,3,37,60,-23,3,37,32,5,2,28,31,-3,2,201,250,-49,0,1,0,0,13,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,10,6,4,60.00%,5,5,2,3,2,2,1,1,1,1,5,4,1,3,3,3,3,1,1,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Guerrillas,2,51,4,27,1,48,15,18,2,0,,,,,,168,,,50,6,2,66,32,2,22,-43,2,29,-29,2,1,-48,2,16.80,51,0,1,1,0,1,,,Subliners,23,24,-1,2,77,23,54,2,66,25,41,2,43,32,11,2,41,42,-1,2,250,146,104,0,0,0,0,10,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,5,2,3,40.00%,3,0,3,3,0,0,0,6,0,0,10,2,2,0,16,0,2,2,0,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rokkr,110,72,38,6,136,124,12,6,88,99,-11,5,81,84,-3,4,61,72,-11,4,476,451,25,0,0,0,1,25,,,,,,Berlin,Subliners,1,,D,X,1,A,O,X,1,,D,,1,B,O,,,,D,,1,A,O,X,1,,D,X,,,,,,,,,,,,,,,,,6,,3,3,2,2,2,2,1,1,4,3,2,2,0,0,0,0,,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,Thieves,,X,,3,O,0,,,,,D,0,,X,,4,O,0,,,,,,,,,,,,,0,0,7,,2,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,5,,Subliners,5,3,2,60.00%,2,0,2,2,0,0,0,5,0,0,7,3,3,0,7,0,3,2,1,10
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Royal Ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,Legion,,,O,,,A,D,,,,O,X,,B,D,X,1,,O,X,,A,D,,,,O,,,,,,,,,,,,,,,,,,1,,4,1,2,1,0,0,0,0,3,0,1,0,2,0,1,0,,,Rokkr,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,Surge,1,,X,,D,9,1,X,,5,O,6,1,,X,,D,6,,,,,,,,,,,,,3,21,5,,1,1,1,1,0,0,6,0,1,5,2,2,15,0,2,0,2,7,,Rokkr,9,6,3,66.67%,4,1,3,3,0,1,1,15,0,1,14,5,5,0,53,0,5,4,1,16
