HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ultra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,3,0,3,0.00%,1,0,1,0,0,0,0,13,0,0,1,2,0,2,6,0,0,0,0,11
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Guerrillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,17,5,12,29.41%,8,8,3,5,3,2,4,2,1,0,9,2,7,5,2,3,0,2,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,10,6,4,60.00%,5,2,3,2,1,2,2,45,1,1,16,5,4,1,44,1,4,3,1,14
Tuscan,OpTic,34,33,9,8,22,15,10,51,36,19,0,13,,,,250,12,,49,-23,3,56,-1,3,60,32,2,44,11,2,41,-9,2,20.83,51,0,1,1,0,1,,,Surge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Bocage,OpTic,1,A,D,X,1,B,O,X,1,,D,,,,O,,,A,D,X,,,O,,1,A,D,X,1,,O,X,1,,D,X,,,,,,,,,6,,4,2,2,2,0,0,1,1,5,4,4,3,3,2,0,0,,,Guerrillas,9,6,3,66.67%,5,5,4,1,3,3,2,2,2,2,4,2,2,2,1,1,1,3,1,,,,,,Tuscan,Rokkr,,X,,3,O,5,1,,X,,D,5,,X,,3,O,3,,,,,D,0,,,,,,,1,13,6,,2,0,2,0,0,0,8,0,0,6,2,1,5,0,1,1,0,10,,Guerrillas,5,3,2,60.00%,3,1,2,1,1,0,0,23,0,1,6,2,2,0,20,0,2,2,0,7
Tuscan,Surge,3,17,28,28,27,22,37,0,5,23,47,3,,,,240,,,72,23,3,57,1,3,28,-32,2,33,-11,2,50,9,2,20.00,47,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,Total Pts,,1698,,,4,9,4,9,42,,,,,,Bocage,Surge,,A,O,,,B,D,,,,O,X,1,,D,X,1,A,O,,1,,D,X,,A,O,,,,D,,,,O,,,,,,,,,,3,,5,1,1,0,3,1,0,0,4,2,2,2,0,0,1,0,,,Surge,9,3,6,33.33%,4,4,2,2,2,1,1,0,3,2,5,1,4,2,1,2,0,2,0,,,,,,Tuscan,Breach,1,,X,,D,12,,X,,5,O,9,1,,X,,D,8,1,X,,5,O,3,,,,,,,3,32,10,,2,1,2,1,0,0,12,0,1,10,2,2,20,0,2,2,0,6,,Surge,5,2,3,40.00%,2,0,2,2,0,0,0,19,0,0,7,3,2,1,32,2,2,2,0,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,15,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Bocage,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
Berlin,Rokkr,0,37,0,21,22,17,27,2,0,,,,,,,126,9,,17,-61,2,64,45,2,2,-94,2,21,-23,2,22,9,1,14.00,37,0,0,3,1,0,,,Breach,61,12,49,3,53,60,-7,3,71,53,18,3,15,97,-82,3,50,25,25,2,250,247,3,0,0,1,1,14,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Bocage,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Tuscan,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Berlin,Breach,47,2,52,23,13,31,17,44,21,,,,,,,250,,,78,61,2,19,-45,2,96,94,2,44,23,2,13,-9,1,27.78,52,2,1,0,0,3,,,OpTic,72,71,1,6,94,121,-27,6,86,101,-15,5,87,70,17,4,78,80,-2,4,417,443,-26,0,1,0,1,25,,,,,,Bocage,Rokkr,,A,D,,,A,O,X,,A,D,,1,B,O,,1,B,D,X,,,O,,1,,D,X,,,O,,1,,D,,1,A,O,,,A,O,,5,,6,2,1,0,3,1,1,1,5,3,2,2,2,0,1,1,,,Breach,11,6,5,54.55%,8,5,2,3,3,2,2,2,1,0,6,4,2,5,3,3,2,1,0,,,,,,Gavutu,Royal Ravens,1,X,X,6,O,12,1,,X,,D,10,,,,,O,20,1,X,X,,D,18,,,,,,,3,60,6,,2,1,1,1,1,1,32,1,0,6,2,2,28,1,2,2,0,6,,Breach,4,3,1,75.00%,2,1,1,2,1,0,0,12,0,1,10,2,2,0,20,0,2,2,0,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,49,49,0,3,25,82,-57,3,37,65,-28,2,68,12,56,2,42,42,0,2,221,250,-29,0,2,1,0,12,,,,,,Bocage,Breach,1,A,O,X,1,A,D,,1,A,O,X,,B,D,X,,B,O,,1,,D,X,,,O,,1,,D,X,,,O,X,,A,D,X,1,A,D,X,6,,5,2,3,2,2,2,1,0,6,4,5,3,3,2,1,0,,,OpTic,9,6,3,66.67%,6,4,2,2,2,2,0,0,1,1,5,4,1,4,3,3,2,0,0,,,,,,Gavutu,FaZe,,,,,D,3,,X,,4,O,6,1,X,X,,D,25,,,,2,O,10,,,,,,,1,44,6,,2,0,1,0,0,0,16,0,0,6,2,1,28,1,1,1,0,6,,OpTic,10,6,4,60.00%,4,1,3,3,1,1,1,36,1,0,10,6,5,1,56,0,5,4,1,24
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,FaZe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,7,1,6,14.29%,4,4,0,4,2,0,0,0,1,0,3,1,2,2,1,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavutu,Royal Ravens,9,12,0,32,30,34,4,24,32,17,0,,,,,194,11,,43,-17,3,16,-48,2,24,-43,2,64,33,2,47,19,2,17.64,34,0,0,2,1,0,,,Mutineers,36,40,-4,3,48,56,-8,3,67,16,51,2,10,51,-41,2,32,47,-15,2,193,210,-17,0,0,0,0,12,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,17,9,8,52.94%,13,9,4,5,7,4,4,2,1,1,8,5,3,6,5,2,1,1,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavutu,FaZe,33,26,55,7,13,21,38,12,24,15,6,,,,,250,,,60,17,3,64,48,2,67,43,2,31,-33,2,28,-19,2,22.73,55,6,1,0,0,2,,,Subliners,40,25,15,3,95,26,69,3,48,48,0,2,23,56,-33,2,44,25,19,2,250,180,70,0,0,0,0,12,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,5,2,3,40.00%,3,0,3,3,0,0,0,20,0,0,11,2,2,0,37,1,2,2,0,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rokkr,49,49,0,3,82,25,57,3,65,37,28,2,12,68,-56,2,42,42,0,2,250,221,29,1,0,0,2,12,,,,,,Bocage,Royal Ravens,,,D,,,,O,,,B,D,,,,O,,1,,D,X,,A,O,,1,,D,,,,O,,,,,,,,,,,,,,2,,4,0,0,0,1,0,0,0,4,2,1,1,0,0,1,0,,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Subliners,1,X,,5,O,5,,,,,D,0,,X,,3,O,5,,,,,D,3,,,,,,,1,13,8,,2,1,2,1,0,0,10,0,1,8,2,0,3,0,0,0,0,10,,Subliners,4,1,3,25.00%,2,1,1,2,1,0,0,10,0,1,8,2,0,2,3,0,0,0,0,10
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Royal Ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Bocage,FaZe,1,,O,X,1,,D,X,1,B,O,X,1,,D,X,,,O,,1,A,D,X,,,O,X,1,,D,X,,,,,,,,,,,,,6,,4,2,3,2,0,0,1,1,4,4,4,4,1,1,0,0,,,Rokkr,18,11,7,61.11%,6,9,4,5,2,1,3,1,3,3,9,7,2,4,4,2,0,2,2,,,,,,Tuscan,Legion,,,,,D,0,1,X,,4,O,9,1,,X,,D,15,1,X,X,6,O,21,,,,,,,3,45,10,,2,2,2,2,1,1,30,1,1,10,2,1,15,0,1,1,0,8,,Rokkr,4,1,3,25.00%,2,0,2,2,0,0,0,8,0,0,6,2,1,1,5,0,1,1,0,10
