HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ultra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,7,1,6,14.29%,4,4,1,3,3,1,0,0,1,1,3,0,3,1,0,1,0,2,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Guerrillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Subliners,6,9,27,46,37,22,3,14,17,27,17,,,,,225,11,,45,-28,3,12,-59,2,41,1,2,63,33,2,64,28,2,20.45,46,3,0,0,0,0,,,Surge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Bocage,Subliners,1,,D,X,1,B,O,X,,,D,,1,A,O,X,1,,D,X,,B,O,,,A,D,X,,,O,X,1,A,D,X,,B,O,,,,D,,5,,5,2,3,2,1,1,3,1,6,3,4,3,2,1,0,0,,,Guerrillas,9,3,6,33.33%,4,5,2,3,2,2,2,1,1,0,4,1,3,2,1,2,1,1,0,,,,,,Gavutu,FaZe,1,X,X,6,O,11,1,,X,,D,11,,,,1,O,10,1,,X,,D,6,,,,,,,3,38,7,,2,1,1,1,1,1,21,1,0,7,2,2,17,0,2,1,1,6,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,FaZe,37,27,10,1,15,12,44,30,29,21,24,,,,,250,,,73,28,3,71,59,2,40,-1,2,30,-33,2,36,-28,2,22.73,44,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Total Pts,,938,,,1,3,1,3,24,,,,,,Bocage,FaZe,,,O,,,B,D,,1,,O,X,,A,D,,,,O,,1,B,D,X,1,A,O,,1,,D,,,A,O,,1,B,D,X,1,,O,X,6,,6,3,2,2,2,1,0,0,5,3,2,2,1,0,3,2,,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Subliners,,,,,D,1,,X,,3,O,1,1,X,X,,D,20,,X,,3,O,0,,,,,,,1,22,6,,2,0,2,0,0,0,1,0,0,6,2,1,21,1,1,1,0,7,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,20,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Bocage,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
Gavutu,Royal Ravens,28,16,0,44,23,35,36,0,27,0,,,,,,209,10,,63,31,2,52,12,2,0,-118,2,71,51,2,23,-17,2,20.90,44,0,0,3,2,0,,,Breach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Bocage,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Tuscan,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Gavutu,Legion,11,38,59,1,23,21,2,59,19,17,,,,,,250,,,32,-31,2,40,-12,2,118,118,2,20,-51,2,40,17,2,25.00,59,1,2,0,0,3,,,OpTic,27,37,-10,3,98,44,54,3,31,86,-55,3,81,10,71,2,13,48,-35,2,250,225,25,0,1,0,1,13,,,,,,Berlin,Royal Ravens,,B,D,,1,A,O,X,1,,D,,1,B,O,X,1,,D,,1,B,O,,1,,D,X,,,,,,,,,,,,,,,,,6,,3,3,2,2,1,1,2,2,4,3,1,1,0,0,1,0,,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,Legion,,X,,3,O,9,,,,,D,8,1,X,X,6,O,18,,,,,D,4,,,,,,,1,39,9,,2,1,2,1,1,1,27,1,0,9,2,0,12,0,0,0,0,12,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,Legion,1,B,O,X,,A,D,,,,O,X,,B,D,,,,O,X,,B,D,X,,,O,,,,,,,,,,,,,,,,,,1,,4,1,3,1,0,0,1,1,3,0,1,0,1,0,2,0,,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,Royal Ravens,1,,X,,D,8,1,X,X,6,O,16,,,,,D,12,1,X,X,6,O,12,,,,,,,3,48,12,,2,2,2,2,2,2,28,2,0,12,2,1,20,0,1,1,0,9,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,FaZe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Royal Ravens,49,0,39,0,19,26,18,0,39,9,27,0,,,,226,12,,102,56,3,18,-33,3,39,-1,2,39,-27,2,28,-19,2,18.83,49,0,0,4,1,1,,,Mutineers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,11,6,5,54.55%,4,6,3,3,2,2,2,1,0,0,5,3,2,2,2,1,0,3,2,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Legion,0,30,1,57,17,26,15,39,9,30,20,6,,,,250,,,46,-56,3,51,33,3,40,1,2,66,27,2,47,19,2,20.83,57,0,1,1,0,4,,,Subliners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rokkr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Bocage,Legion,,A,D,X,,,O,,,A,D,,,,O,,1,,D,X,,,O,,1,,D,X,,,O,X,,,,,,,,,,,,,2,,4,0,1,0,0,0,0,0,4,2,3,2,2,0,0,0,,,Subliners,11,5,6,45.45%,7,5,2,3,3,2,1,1,3,1,6,3,3,4,3,2,1,0,0,,,,,,Berlin,Ultra,,X,,4,O,0,,,,,D,3,1,X,X,6,O,24,,,,,D,2,,,,,,,1,29,10,,2,1,2,1,1,1,24,1,0,10,2,0,5,0,0,0,0,12,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Royal Ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Bocage,Royal Ravens,1,A,O,,1,,D,X,1,A,O,X,1,,D,X,,,O,,1,,D,X,,,O,,1,,D,,,,,,,,,,,,,,6,,4,2,1,1,2,2,0,0,4,4,3,3,0,0,0,0,,,Rokkr,9,6,3,66.67%,4,5,3,2,2,2,0,0,3,2,4,3,1,2,2,1,1,0,0,,,,,,Berlin,Surge,1,,X,,D,7,1,X,X,6,O,14,,,,,D,21,1,X,X,6,O,7,,,,,,,3,49,12,,2,2,2,2,2,2,21,2,0,12,2,1,28,0,1,0,1,10,,Rokkr,4,3,1,75.00%,2,1,1,2,1,1,1,12,1,0,9,2,2,0,29,0,2,0,2,6
