HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ultra,33,73,-40,2,31,49,-18,2,30,64,-34,2,30,33,-3,2,18,31,-13,2,142,250,-108,0,1,2,0,10,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,5,3,2,60.00%,2,0,2,2,0,0,0,16,0,0,6,3,3,0,50,2,3,3,0,5
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Guerrillas,396,234,162,14,179,257,-78,12,192,287,-95,11,272,134,138,10,198,142,56,10,1237,1054,183,3,3,1,5,57,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,OpTic,1,27,2,35,5,6,32,3,24,24,,,,,,159,10,,7,-35,2,59,49,2,5,-95,2,59,26,2,29,-36,2,15.90,35,1,0,0,1,0,,,Surge,39,77,-38,3,47,28,19,2,88,17,71,2,42,63,-21,2,34,52,-18,2,250,237,13,0,0,0,1,11,,,,,,Tuscan,Subliners,,B,D,,1,A,O,X,,A,D,,1,B,O,,,A,D,,1,,O,,1,,D,X,,,O,X,1,,D,X,,,O,,,A,O,X,5,,6,3,3,1,2,1,1,1,5,2,2,2,2,0,1,0,,,Guerrillas,27,15,12,55.56%,14,14,8,6,8,5,1,1,5,4,13,7,6,6,5,3,2,6,1,,,,,,Gavutu,Subliners,1,X,,4,O,8,1,,X,,D,5,,,,,O,10,,,,,D,0,,X,,4,O,3,2,26,8,,3,1,2,1,0,0,21,0,1,8,2,1,5,0,1,1,0,9,,Guerrillas,20,11,9,55.00%,10,4,6,8,4,3,3,92,3,1,36,10,7,3,84,3,7,4,3,32
Bocage,Surge,12,9,46,14,47,30,1,54,19,18,,,,,,250,,,42,35,2,10,-49,2,100,95,2,33,-26,2,65,36,2,25.00,54,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Total Pts,,4863,,,8,17,8,17,122,,,,,,Tuscan,FaZe,1,B,O,X,,A,D,,1,A,O,X,,B,D,X,1,A,O,X,,,D,X,,,O,,1,,D,,,,O,,1,,D,X,1,A,D,,6,,5,3,3,3,2,2,1,1,6,3,3,1,2,1,1,0,,,Surge,11,5,6,45.45%,6,5,2,3,2,2,2,0,1,1,6,3,3,4,3,2,0,2,1,,,,,,Gavutu,FaZe,,,,,D,0,,X,,4,O,2,1,X,X,,D,21,1,X,,5,O,3,1,,X,,D,11,3,37,9,,2,1,2,1,0,0,5,0,1,9,3,2,32,1,2,2,0,8,,Surge,9,3,6,33.33%,4,1,3,3,1,1,1,35,1,0,12,5,2,3,34,1,2,2,0,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,26,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Bocage,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
Berlin,Royal Ravens,21,0,21,30,18,33,41,35,4,15,32,,,,,250,11,,86,45,3,41,-17,2,56,6,2,34,16,2,33,2,2,22.73,41,0,0,1,1,1,,,Breach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Bocage,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Tuscan,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Berlin,Legion,24,52,30,1,20,17,6,20,17,11,0,,,,,198,,,41,-45,3,58,17,2,50,-6,2,18,-16,2,31,-2,2,18.00,52,0,1,1,0,1,,,OpTic,7,42,-35,2,59,10,49,2,5,100,-95,2,59,33,26,2,29,65,-36,2,159,250,-91,0,0,1,0,10,,,,,,Tuscan,OpTic,1,,D,X,,B,O,,,,D,,1,A,O,X,1,,D,X,,,O,,,B,D,,1,A,O,,,B,D,,,A,O,,,,,,4,,5,2,1,1,3,2,1,0,5,2,2,2,0,0,2,0,,,Breach,7,1,6,14.29%,2,3,0,3,0,0,1,0,0,0,4,1,3,2,1,1,0,1,0,,,,,,Tuscan,OpTic,,X,,3,O,4,1,X,X,,D,17,,X,,5,O,1,,,,,D,0,,,,,,,1,22,8,,2,0,2,0,0,0,5,0,0,8,2,1,17,1,1,1,0,5,,Breach,15,8,7,53.33%,8,3,5,7,3,2,2,57,2,1,32,7,5,2,49,0,5,1,4,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Surge,,,O,,1,B,D,X,1,,O,X,,A,D,,,,O,,1,,D,X,1,B,O,X,,A,D,X,1,B,O,X,1,A,D,X,,,,,6,,5,3,3,3,0,0,2,2,5,3,4,3,3,1,1,1,,,OpTic,11,5,6,45.45%,4,6,2,4,3,1,0,0,3,1,5,3,2,1,1,2,1,0,0,,,,,,Tuscan,Surge,1,,X,,D,11,,,,,O,4,1,,X,,D,8,1,X,,5,O,7,,,,,,,3,30,5,,2,1,1,1,0,0,11,0,1,5,2,2,19,0,2,2,0,8,,OpTic,12,7,5,58.33%,6,2,4,5,2,1,1,26,1,1,26,6,5,1,58,1,5,4,1,18
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,FaZe,35,41,-6,3,67,62,5,3,35,87,-52,3,50,28,22,2,42,32,10,2,229,250,-21,0,0,0,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,11,6,5,54.55%,7,5,2,3,4,2,2,1,0,0,6,4,2,3,2,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,8,3,5,37.50%,4,1,3,3,1,1,1,22,1,0,14,4,2,2,20,1,2,2,0,17
Tuscan,Royal Ravens,32,18,21,16,24,29,14,15,13,7,24,24,13,,,250,13,,85,43,3,56,-7,3,49,26,3,29,-34,2,31,-26,2,19.23,32,7,0,0,0,1,,,Mutineers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,10,4,6,40.00%,3,5,1,4,1,1,4,0,0,0,5,3,2,2,1,2,1,1,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,10,6,4,60.00%,5,2,3,5,2,2,2,26,2,0,22,5,4,1,39,0,4,3,1,20
Tuscan,Legion,8,19,8,33,23,20,25,15,30,34,14,19,0,,,248,,,42,-43,3,63,7,3,23,-26,3,63,34,2,57,26,2,19.08,34,0,0,1,0,0,,,Subliners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rokkr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Bocage,Royal Ravens,1,,D,X,,B,O,,1,,D,X,1,A,O,X,1,,D,X,,,O,,,B,D,X,1,A,O,X,,B,D,X,1,A,O,,,,,,6,,5,3,2,2,3,3,1,0,5,3,5,3,0,0,2,0,,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Royal Ravens,,X,,3,O,4,1,,X,,D,9,,,,1,O,9,1,,X,,D,5,,,,1,O,7,2,34,5,,3,0,1,0,0,0,20,0,0,5,2,2,14,0,2,2,0,6,,Subliners,5,2,3,40.00%,2,0,2,1,0,0,0,5,0,0,6,3,2,1,29,1,2,1,1,10
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Royal Ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Bocage,Legion,,,O,,1,B,D,X,,,O,,,A,D,,,,O,,1,,D,X,1,B,O,,,A,D,,1,B,O,,,A,D,X,,,,,4,,5,2,0,0,0,0,2,2,5,2,3,2,3,0,1,1,,,Rokkr,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Legion,1,,X,,D,13,,X,,3,O,10,1,X,X,,D,18,,X,,3,O,6,1,X,X,,D,19,3,66,6,,2,0,2,0,0,0,16,0,0,6,3,3,50,2,3,3,0,5,,Rokkr,5,2,3,40.00%,3,0,3,3,0,0,0,6,0,0,9,2,2,0,21,1,2,2,0,7
