HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ultra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,9,6,3,66.67%,6,5,3,2,4,3,0,0,2,1,4,3,1,2,2,1,1,2,1,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,5,2,3,40.00%,3,0,3,0,0,0,0,47,0,0,3,2,2,0,8,0,2,1,1,7
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Guerrillas,58,87,-29,3,39,68,-29,3,71,25,46,2,10,46,-36,2,25,24,1,2,203,250,-47,0,1,0,0,12,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,OpTic,5,8,40,50,1,5,23,1,45,19,0,0,,,,197,12,,10,-31,3,31,-22,3,41,-2,2,95,95,2,20,-27,2,16.42,50,0,1,2,0,4,,,Surge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Ultra,,A,D,,1,A,O,,,,D,,1,,O,X,,,D,,,B,O,X,,B,D,,,,O,,,,,,,,,,,,,,2,,4,2,2,1,1,1,1,0,4,0,0,0,1,0,1,0,,,Guerrillas,10,4,6,40.00%,5,5,2,3,3,2,1,0,2,1,5,2,3,2,2,3,0,0,0,,,,,,Tuscan,OpTic,1,X,X,6,O,13,1,,X,,D,10,,X,,3,O,5,1,,X,,D,5,,,,,,,3,33,9,,2,1,2,1,1,1,18,1,0,9,2,2,15,0,2,0,2,7,,Guerrillas,5,3,2,60.00%,2,0,2,2,0,0,0,14,0,0,6,3,3,0,20,0,3,2,1,11
Bocage,Ultra,13,35,0,0,33,11,18,43,0,14,17,0,,,,184,Ended on Time,,41,31,3,53,22,3,43,2,2,0,-95,2,47,27,2,15.33,43,0,0,4,1,2,,,,,,,,,,,,,,,,,,,,,,Total Pts,,892,,,2,4,2,4,23,,,,,,Tuscan,OpTic,1,A,O,X,,A,D,X,1,,O,X,,,D,,1,,O,X,1,B,D,,1,B,O,X,1,,D,X,,,,,,,,,,,,,6,,4,4,4,4,1,1,1,1,4,2,2,1,1,0,1,1,,,Surge,14,7,7,50.00%,7,7,3,4,3,3,4,1,2,2,7,4,3,4,3,1,0,3,2,,,,,,Tuscan,Ultra,,,,,D,3,,X,,3,O,0,1,,X,,D,12,,X,,4,O,0,,,,,,,1,15,7,,2,0,2,0,0,0,0,0,0,7,2,1,15,0,1,1,0,9,,Surge,5,2,3,40.00%,3,0,3,0,0,0,0,26,0,0,3,2,2,0,28,1,2,2,0,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,18,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Bocage,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
Bocage,Mutineers,5,31,29,13,38,14,45,16,27,7,17,8,,,,250,12,,36,-7,3,84,70,3,45,-4,2,40,-15,2,45,6,2,20.83,45,5,0,0,0,1,,,Breach,44,37,7,3,49,42,7,3,56,38,18,2,35,45,-10,2,66,19,47,2,250,181,69,0,0,0,2,12,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Bocage,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Tuscan,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Bocage,Surge,24,8,11,40,3,6,0,38,15,36,13,6,,,,200,,,43,7,3,14,-70,3,49,4,2,55,15,2,39,-6,2,16.67,40,0,0,1,0,0,,,OpTic,10,41,-31,3,31,53,-22,3,41,43,-2,2,95,0,95,2,20,47,-27,2,197,184,13,1,2,0,4,12,,,,,,Berlin,Mutineers,1,,D,X,1,B,O,X,,B,D,,1,,O,X,1,A,D,X,1,A,O,,1,A,D,X,,,,,,,,,,,,,,,,,6,,3,3,2,2,1,1,1,1,4,3,3,3,2,2,1,0,,,Breach,10,4,6,40.00%,4,5,1,4,2,1,0,0,2,1,5,3,2,2,2,1,0,1,1,,,,,,Tuscan,Mutineers,,X,,4,O,1,1,,X,,D,2,1,X,X,6,O,3,1,,X,,D,9,,,,,,,3,15,10,,2,1,2,1,1,1,4,1,0,10,2,2,11,0,2,2,0,7,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,96,51,45,5,83,106,-23,5,46,114,-68,4,61,103,-42,4,73,56,17,3,359,430,-71,0,0,0,1,21,,,,,,Berlin,Surge,,,O,,,B,D,,1,B,O,X,,,D,,,A,O,,,A,D,X,,A,O,,,,,,,,,,,,,,,,,,1,,4,1,1,1,2,0,1,1,3,0,1,0,1,0,1,0,,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Surge,1,,X,,D,3,,X,,4,O,3,,,,,D,2,,X,,3,O,3,,,,,,,1,11,7,,2,0,2,0,0,0,6,0,0,7,2,1,5,0,1,1,0,10,,OpTic,4,3,1,75.00%,2,1,1,2,1,1,1,18,1,0,9,2,2,0,15,0,2,0,2,7
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,FaZe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,5,3,2,60.00%,2,1,1,2,1,0,0,5,0,1,9,3,2,1,20,2,1,1,1,12
Bocage,Subliners,19,10,23,17,19,6,32,15,28,0,12,0,,,,181,12,,37,-7,3,42,-7,3,38,-18,2,45,10,2,19,-47,2,15.08,32,0,0,2,0,0,,,Mutineers,36,43,-7,3,84,14,70,3,45,49,-4,2,40,55,-15,2,45,39,6,2,250,200,50,0,0,0,1,12,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,4,3,1,75.00%,2,1,1,2,1,0,0,12,0,1,8,2,2,0,24,0,2,2,0,8
Bocage,Breach,1,26,21,20,20,18,18,35,15,46,25,5,,,,250,,,44,7,3,49,7,3,56,18,2,35,-10,2,66,47,2,20.83,46,1,0,0,0,2,,,Subliners,37,44,-7,3,42,49,-7,3,38,56,-18,2,45,35,10,2,19,66,-47,2,181,250,-69,0,2,0,0,12,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,4,3,1,75.00%,2,1,1,2,1,1,1,4,1,0,10,2,2,0,11,0,2,2,0,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rokkr,36,26,10,3,63,76,-13,3,63,64,-1,3,41,46,-5,3,38,38,0,2,241,250,-9,0,0,0,0,14,,,,,,Tuscan,Breach,,A,D,X,1,A,O,X,,A,D,,,,O,,,A,D,,1,A,O,X,1,A,D,,1,B,O,,1,,D,X,,A,O,,,A,D,X,5,,5,3,2,2,3,2,1,1,6,2,3,1,5,1,0,0,,,Subliners,10,6,4,60.00%,6,5,2,3,3,2,1,1,1,0,5,4,1,3,3,0,0,2,1,,,,,,Gavutu,Subliners,1,X,X,6,O,12,,,,,D,3,,X,,4,O,6,1,X,X,,D,22,1,,X,,D,7,3,50,10,,2,1,2,1,1,1,18,1,0,10,3,2,32,1,2,2,0,11,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Royal Ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Subliners,1,A,O,,,A,D,,1,A,O,X,1,,D,X,1,A,O,X,,A,D,,,A,O,X,,B,D,X,,,O,,1,A,D,X,1,A,O,,6,,6,4,3,2,5,4,0,0,5,2,3,2,3,1,1,0,,,Rokkr,8,6,2,75.00%,6,4,3,1,3,2,2,2,1,1,4,3,1,3,2,2,1,0,0,,,,,,Gavutu,Breach,,,,,D,2,1,X,X,6,O,5,1,,X,,D,11,,,,,O,13,,X,,5,O,3,2,34,11,,3,1,2,1,1,1,21,1,0,11,2,1,13,0,1,1,0,10,,Rokkr,4,1,3,25.00%,2,0,2,2,0,0,0,15,0,0,8,2,1,1,12,0,1,1,0,8
